Student_ID,Exam_Name,Exam_Score,Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level
1882,DSA,84,9.6,0.7,6.4,3.1,4.2,3.38,High
1883,SAD,71,6.3,0.8,8,0.5,8.4,2.91,Moderate
1884,Computer Networks,76,8.6,2.2,7.1,3.4,2.7,3.18,High
1885,Data Science,75,6.8,3.7,5.3,4,4.2,3.04,High
1886,Computer Organization,72,5.9,1.2,8.6,0.5,7.8,2.92,Low
1887,DSA,89,9.1,2.9,8.6,0.3,3.1,3.56,High
1888,MIS,89,9.2,0.2,5.1,2.2,7.3,3.61,High
1889,Computer Networks,71,5.7,2.2,9.6,2.3,4.2,2.98,Low
1890,SAD,66,5.5,2.4,7.3,5.6,3.2,2.77,Low
1891,Data Science,78,5.6,0.8,5.1,2.6,9.9,2.97,High
1892,Foundation of web technologies,74,8,2.5,7.7,0.5,5.3,3.12,Moderate
1893,MIS,75,7.2,4,9.2,3.2,0.4,2.95,Moderate
1894,Computer Networks,78,7.4,2.7,9.4,3.4,1.1,3.04,Moderate
1895,Computer Organization,81,9.7,0.2,5.1,4,5,3.25,High
1896,MIS,76,6.7,1.1,7.6,2.6,6,2.83,Moderate
1897,Data Science,78,7.6,2.7,6.9,1.5,5.3,3.05,Moderate
1898,MIS,83,8.7,3,8.3,0.9,3.1,3.1,High
1899,Database Systems,92,7.9,2.3,7.4,3.3,3.1,3.75,Moderate
1900,OOP,79,8.6,0.4,8.7,0.8,5.5,3.22,High
1901,Foundation of web technologies,65,5.3,3.9,9.8,0.3,4.7,2.53,Low
1902,Data Science,76,7.4,3.3,9.8,2.2,1.3,3.06,Moderate
1903,MIS,81,6.8,2.4,6.6,5.5,2.7,3.05,Moderate
1904,OOP,81,6.6,1.2,5.2,4.9,6.1,3.2,High
1905,OOP,68,7.3,1.3,7.4,4.9,3.1,2.83,Moderate
1906,MIS,68,6.9,1.3,5.9,3.6,6.3,2.94,High
1907,Computer Organization,81,7.4,3.5,5.2,3.9,4,3.26,High
1908,Database Systems,89,9.4,2.9,9.6,0.7,1.4,3.57,High
1909,DSA,78,7.5,0.1,5,1.4,10,3.07,High
1910,Database Systems,73,5.9,0.1,9.5,0,8.5,2.79,Low
1911,MIS,92,8.7,0.6,9.6,4.6,0.5,3.57,High
1912,Foundation of web technologies,73,5,3.9,9.4,5.1,0.6,2.98,Low
1913,DSA,73,8.3,1.4,9.5,1.4,3.4,3.06,High
1914,Data Science,83,9.6,0.6,6.1,3.3,4.4,3.47,High
1915,Database Systems,80,8.8,2.5,6.2,0,6.5,3.29,High
1916,MIS,91,9.5,1.6,7.6,2.5,2.8,3.7,High
1917,Database Systems,71,7.2,3.1,7.6,1.9,4.2,2.79,Moderate
1918,DSA,71,5.7,2.6,8.4,4.5,2.8,2.94,Low
1919,SAD,72,7.5,3.6,9.7,2.6,0.6,2.84,Moderate
1920,Computer Networks,93,9.9,1.1,6,2.7,4.3,3.68,High
1921,Database Systems,70,5.3,3.9,7.9,3.3,3.6,2.79,Low
1922,Data Science,77,5.2,2.4,8.6,2.5,5.3,3.21,Low
1923,Data Science,90,8.8,0.9,6.1,1,7.2,3.53,High
1924,Fundamentals of Programming,88,9.1,1.5,7.9,4,1.5,3.29,High
1925,Database Systems,69,6.2,0.7,9.9,3.7,3.5,2.73,Moderate
1926,Computer Networks,68,6.3,2,6.6,1,8.1,3.09,Moderate
1927,Computer Organization,78,6.3,0.1,8.5,3,6.1,2.99,Moderate
1928,OOP,64,5.5,3,5.1,1.5,8.9,2.66,High
1929,Computer Networks,99,9.5,2.9,5.4,4.9,1.3,3.67,High
1930,OOP,80,8,2.7,10,0.8,2.5,3.2,Moderate
1931,OOP,77,8.1,1.8,5.2,0.1,8.8,3.28,High
1932,SAD,69,7.8,2.2,5.2,2.8,6,3,High
1933,Fundamentals of Programming,91,9.6,1.6,8.1,3.7,1,3.46,High
1934,Computer Networks,96,9.3,1.6,9.4,0.9,2.8,3.69,High
1935,Computer Networks,77,6.4,0.2,9,2.5,5.9,2.81,Moderate
1936,SAD,82,9.5,3.3,7.8,2.1,1.3,3.28,High
1937,Database Systems,69,7.4,1.6,9.6,0.7,4.7,2.75,Moderate
1938,Database Systems,72,7.5,1.8,7.6,0.8,6.3,2.93,Moderate
1939,Database Systems,75,7.6,1,5.9,0.4,9.1,3.06,High
1940,Foundation of web technologies,87,8.1,2.9,8.4,2.2,2.4,3.52,High
1941,OOP,75,6.9,1.5,8.2,3,4.4,2.99,Moderate
1942,Foundation of web technologies,77,8.2,1.2,5.1,5.3,4.2,3.19,High
1943,Fundamentals of Programming,65,6.1,3.7,8.6,4.3,1.3,2.79,Moderate
1944,SAD,75,7.6,0.7,6.5,1.9,7.3,3,Moderate
1945,Computer Networks,70,5.8,0.8,8.9,1,7.5,2.89,Low
1946,OOP,76,9.9,1.3,5.6,3.4,3.8,3.43,High
1947,Foundation of web technologies,83,9.5,3.1,8.1,1,2.3,3.25,High
1948,Foundation of web technologies,79,8.4,2.9,9.8,0.8,2.1,3.28,High
1949,MIS,68,5.1,2.2,8.5,4.7,3.5,2.64,Low
1950,Foundation of web technologies,76,7.6,1.3,9.3,2.7,3.1,2.98,Moderate
1951,Computer Organization,82,9,2.3,8.9,1.3,2.5,3.24,High
1952,Computer Networks,90,7.7,0.9,7.4,1.9,6.1,3.31,Moderate
1953,Computer Organization,68,6.3,3.9,5.8,4.7,3.3,2.73,High
1954,Computer Networks,73,5.2,1.6,9.7,0.1,7.4,2.95,Low
1955,SAD,88,7.9,2,9.4,0.4,4.3,3.42,Moderate
1956,Computer Networks,87,8.3,3.8,9.1,0.1,2.7,3.48,High
1957,Computer Organization,75,7.4,1.6,6.6,2.7,5.7,2.88,Moderate
1958,Computer Networks,73,9.9,0.4,9.6,2,2.1,3.09,High
1959,SAD,68,8.1,3.3,6.8,2.5,3.3,2.86,High
1960,SAD,82,9.6,3.3,5.5,0.6,5,3.19,High
1961,Fundamentals of Programming,72,7.1,0.4,8.1,0.9,7.5,3.02,Moderate
1962,Computer Networks,77,6.6,2.7,7.4,5.9,1.4,2.99,Moderate
1963,MIS,91,9.4,1.4,5.2,5.1,2.9,3.59,High
1964,Database Systems,79,9.5,0.9,9.5,1.3,2.8,3.24,High
1965,Data Science,90,9.9,1.1,9.8,0.2,3,3.54,High
1966,SAD,83,7.4,0.9,8.5,1.1,6.1,3.48,Moderate
1967,DSA,73,7.8,1,9.8,0.2,5.2,3.04,Moderate
1968,Database Systems,72,7.1,0.9,7.5,5.2,3.3,2.92,Moderate
1969,OOP,85,8.6,2.3,5.4,4.2,3.5,3.38,High
1970,Computer Networks,70,6.3,1.7,6.8,5.2,4,2.84,Moderate
1971,Computer Organization,72,5.6,2.3,5.7,4.2,6.2,2.81,High
1972,Data Science,83,7.4,3.7,7.6,2.6,2.7,3.29,Moderate
1973,DSA,80,7.9,2.8,5.5,4.9,2.9,3.03,High
1974,Database Systems,82,8.9,1.5,5.5,3.8,4.3,3.31,High
1975,Computer Networks,87,9.4,3.6,9.8,1,0.2,3.32,High
1976,Fundamentals of Programming,88,8,2.4,6.8,5.4,1.4,3.42,Moderate
1977,OOP,85,7.5,1.9,10,2.3,2.3,3.14,Moderate
1978,Data Science,77,9.1,3.1,8.9,2.1,0.8,3.1,High
1979,MIS,73,6.3,3.4,9.5,0.9,3.9,2.97,Moderate
1980,Fundamentals of Programming,90,8.2,2.2,5.3,4.5,3.8,3.43,High
1981,DSA,77,7.5,2.6,7.5,3,3.4,3.02,Moderate
1982,Data Science,72,5.8,0.8,9.9,0.9,6.6,2.71,Low
1983,Fundamentals of Programming,79,6.3,2.4,8.1,0.9,6.3,3.07,Moderate
1984,OOP,70,6.2,1.2,9.7,5,1.9,3.06,Moderate
1985,MIS,82,8.5,0.3,7.1,3.4,4.7,3.23,High
1986,Fundamentals of Programming,74,8,1.3,8.9,4.9,0.9,2.93,Moderate
1987,Foundation of web technologies,73,6.6,3.4,5.5,5,3.5,2.9,High
1988,MIS,96,9.5,1.5,6.4,3,3.6,3.86,High
1989,DSA,77,7.3,1.4,8.5,4.6,2.2,3.28,Moderate
1990,OOP,74,7,2.7,7.4,6,0.9,2.85,Moderate
1991,Computer Networks,83,8.6,3.8,9.2,2.2,0.2,3.26,High
1992,Computer Organization,84,6.3,1.5,5.1,3.1,8,3.21,High
1993,Computer Organization,71,7.5,2.1,9.9,4.1,0.4,3.04,Moderate
1994,Computer Organization,73,7.1,1.4,9,3.1,3.4,2.85,Moderate
1995,Data Science,76,7.9,3.4,9,0.5,3.2,3.08,Moderate
1996,DSA,83,6.5,0.2,7.4,2.1,7.8,3.32,Moderate
1997,OOP,66,6.3,2.8,8.8,1.5,4.6,2.65,Moderate
1998,MIS,80,6.2,0,6.2,0.8,10.8,3.14,Moderate
1999,Data Science,76,8.1,0.7,7.6,3.5,4.1,3.04,High
2000,DSA,86,9,1.7,7.3,3.1,2.9,3.58,High
